#Path Level	#Locales	Locales	Section	Page	Header	Code
modern	1	zu	Characters	Punctuation	punctuation	* –keywords
modern	1	zu	Characters	Punctuation	punctuation	* -name
modern	1	zu	Characters	Other Symbols	punctuation	^ -name
modern	1	zu	Characters	Other Symbols	punctuation	` –keywords
modern	1	zu	Characters	Other Symbols	punctuation	` -name
modern	1	zu	Characters	Punctuation	punctuation	‰ –keywords
modern	1	zu	Characters	Punctuation	punctuation	‰ -name
modern	1	pcm	Characters	Punctuation	other-symbol	‸ –keywords
modern	1	pcm	Characters	Punctuation	other-symbol	‸ -name
modern	1	pcm	Characters	Punctuation	other-symbol	‽ –keywords
modern	1	pcm	Characters	Punctuation	other-symbol	‽ -name
modern	1	pcm	Characters	Punctuation	other-symbol	‾ –keywords
modern	1	pcm	Characters	Punctuation	other-symbol	‾ -name
modern	1	pcm	Characters	Punctuation	other-symbol	⁂ –keywords
modern	1	pcm	Characters	Punctuation	other-symbol	⁂ -name
modern	1	pcm	Characters	Math Symbols	other-symbol	⁄ –keywords
modern	1	pcm	Characters	Math Symbols	other-symbol	⁄ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₢ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₢ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₣ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₣ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₤ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₤ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₨ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₨ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₰ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₰ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₳ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₳ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₶ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₶ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	₷ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	₷ -name
modern	1	pcm	Characters	Math Symbols	other-symbol	↚ –keywords
modern	1	pcm	Characters	Math Symbols	other-symbol	↚ -name
modern	1	pcm	Characters	Math Symbols	other-symbol	↛ –keywords
modern	1	pcm	Characters	Math Symbols	other-symbol	↛ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↜ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↜ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↝ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↝ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↞ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↞ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↟ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↟ -name
modern	1	pcm	Characters	Math Symbols	other-symbol	↠ –keywords
modern	1	pcm	Characters	Math Symbols	other-symbol	↠ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↡ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↡ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↢ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↢ -name
modern	1	pcm	Characters	Math Symbols	other-symbol	↣ –keywords
modern	1	pcm	Characters	Math Symbols	other-symbol	↣ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↤ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↤ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↥ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↥ -name
modern	1	pcm	Characters	Math Symbols	other-symbol	↦ –keywords
modern	1	pcm	Characters	Math Symbols	other-symbol	↦ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↧ –keywords
modern	1	pcm	Characters	Other Symbols	other-symbol	↧ -name
modern	1	pcm	Characters	Other Symbols	other-symbol	↨ –keywords
